CustomerID,Recency,Frequency,Monetary
12583.0,2,27,14447.44
12503.0,584,1,1126.0
13163.0,610,1,17.65
15411.0,26,4,1348.93
17886.0,31,6,1572.55
15291.0,25,40,13846.56
13015.0,53,11,6579.78
14141.0,2,4,915.13
12700.0,7,4,4939.99
17525.0,359,3,1161.9
12562.0,8,9,4966.92
13629.0,23,19,13370.86
12365.0,291,2,641.38
14805.0,15,7,1082.55
13037.0,138,12,3914.95
12437.0,1,39,12683.4
18092.0,2,18,16179.44
12673.0,5,3,1230.02
13598.0,47,5,761.96
16347.0,11,11,3442.96
14282.0,3,25,7821.76
17211.0,26,13,4046.65
17693.0,137,1,200.47
14648.0,416,15,4466.65
15294.0,410,1,233.35
17764.0,50,5,1513.57
13842.0,58,18,5629.91
16365.0,17,15,3307.2
14060.0,4,30,9519.08
17949.0,1,118,118628.08
13996.0,386,2,895.76
13384.0,30,11,6680.83
16434.0,29,12,2673.69
13514.0,73,4,815.9
13949.0,2,6,2427.32
16344.0,158,4,842.42
14800.0,47,17,7747.17
17962.0,142,4,666.96
16814.0,14,36,12198.14
16779.0,2,53,33165.94
13995.0,15,14,3902.01
16936.0,25,2,548.29
13379.0,26,3,572.56
13808.0,5,5,1747.66
17535.0,280,1,164.4
14710.0,14,13,1899.79
15125.0,25,24,17024.87
15310.0,478,1,1634.64
16033.0,5,27,10764.45
18219.0,2,17,3562.89
15877.0,1,2,490.33
14634.0,437,4,2124.46
18180.0,4,6,1843.75
17870.0,2,13,3079.69
17604.0,217,6,942.38
16620.0,3,6,1758.93
12637.0,67,12,8283.81
14186.0,427,5,1550.63
14397.0,2,19,2612.96
13183.0,7,15,7036.18
13856.0,168,11,1142.03
13403.0,17,3,229.5
17218.0,4,18,4178.93
16509.0,296,1,363.7
13089.0,2,203,116647.53
16170.0,50,20,6869.0
14121.0,3,4,2780.15
15339.0,66,7,1821.02
13251.0,402,1,252.68
12854.0,78,7,2970.97
16124.0,317,4,1772.49
16497.0,49,23,6695.28
16015.0,3,3,704.55
17158.0,32,5,1980.0
14771.0,621,2,594.62
13931.0,95,11,5257.38
17569.0,332,1,344.14
14655.0,8,7,3878.51
16023.0,46,3,719.81
14718.0,410,1,226.42
16281.0,72,3,3424.02
17858.0,5,30,12754.9
16332.0,28,11,2000.01
14257.0,64,9,5954.45
13472.0,463,2,592.24
14493.0,7,10,5087.86
13767.0,2,73,35540.53
13329.0,31,8,5112.97
16975.0,423,3,926.12
17703.0,35,4,1094.84
17204.0,175,9,5504.69
14801.0,61,1,189.34
16105.0,248,5,2386.19
15261.0,135,4,1508.0
17930.0,35,13,4275.22
18134.0,598,2,445.0
14053.0,124,4,572.3
17760.0,21,6,918.93
15691.0,252,4,571.3
15865.0,40,5,2241.42
17468.0,10,3,194.8
17531.0,190,3,1266.82
15615.0,10,47,21373.97
17061.0,73,11,5232.23
16241.0,9,16,4270.51
15238.0,29,3,1071.99
12722.0,85,4,997.63
16654.0,141,8,1711.47
12495.0,640,1,357.4
17469.0,16,17,5051.25
13890.0,1,14,2927.38
14751.0,684,2,126.45
13105.0,436,1,72.0
15716.0,145,11,3014.66
14735.0,3,56,12240.16
13304.0,351,4,1217.99
17282.0,130,5,2308.54
13797.0,436,3,1179.45
12982.0,242,8,2744.81
12567.0,22,15,13709.86
17458.0,15,2,529.58
16869.0,22,4,817.12
14548.0,150,9,2541.29
17092.0,50,11,5511.41
18002.0,375,4,244.37
14631.0,50,6,2025.69
15745.0,19,4,1094.59
13340.0,45,12,22100.56
13326.0,432,1,281.76
14101.0,73,13,9961.93
12849.0,31,6,3042.47
14639.0,52,9,4978.96
16682.0,4,5,1028.0
16701.0,8,26,9916.73
17579.0,4,4,753.28
15581.0,120,38,7752.74
14878.0,12,25,4076.5
16943.0,211,5,1299.49
16314.0,389,3,1491.4
16607.0,17,25,5706.87
14947.0,72,6,1049.79
18177.0,31,9,2216.32
14409.0,71,9,3756.09
16069.0,417,1,457.7
13523.0,33,6,5101.52
14146.0,8,12,9450.3
14563.0,509,2,640.54
15434.0,8,11,2567.06
15969.0,2,5,1127.05
15739.0,66,1,449.12
13138.0,22,7,1467.24
17361.0,49,5,871.79
13294.0,189,3,1689.53
17905.0,71,13,2379.37
18073.0,114,12,3859.82
16427.0,263,2,241.06
13530.0,634,1,402.98
17432.0,18,9,1728.99
13001.0,4,33,24042.65
16792.0,282,5,623.46
13599.0,1,33,10163.88
17802.0,82,10,5046.42
12668.0,11,10,11383.03
12701.0,79,6,2446.41
17561.0,19,4,703.02
13837.0,211,2,266.59
12823.0,74,18,6501.5
14019.0,46,3,1421.61
15133.0,127,5,1806.9
16928.0,80,29,4013.78
15206.0,10,4,420.3
14953.0,25,4,971.32
14869.0,8,6,2778.14
17692.0,127,12,2975.8
17420.0,50,6,1084.43
17422.0,16,11,3594.76
17362.0,239,7,1024.04
17871.0,204,5,1068.95
14288.0,213,1,426.6
14560.0,7,44,6114.03
12920.0,17,4,486.64
15061.0,3,127,137818.52
15906.0,19,10,2530.19
12685.0,28,6,2863.08
12488.0,9,3,1298.66
17992.0,389,1,252.88
16103.0,7,22,6191.71
13882.0,2,5,1191.13
14217.0,1,23,3416.89
17969.0,166,20,2354.29
13916.0,463,4,1275.81
16603.0,74,2,482.47
18154.0,3,5,932.6
14894.0,85,3,1492.81
16626.0,0,17,4413.1
14244.0,660,1,366.42
15421.0,58,10,3805.34
16770.0,57,9,1909.73
18274.0,30,1,175.92
17912.0,310,6,374.55
14502.0,19,11,2429.83
16024.0,12,3,483.99
13268.0,17,11,3174.75
14286.0,23,7,8479.76
18283.0,3,22,2664.9
13782.0,12,13,1786.08
16303.0,25,7,7928.27
13662.0,85,11,2233.61
15118.0,134,1,244.8
17242.0,108,5,2889.28
17729.0,596,1,438.65
17639.0,276,6,615.17
16642.0,4,3,1077.45
17931.0,134,14,3402.24
14530.0,25,16,6088.87
16409.0,36,12,5652.74
13742.0,16,12,3107.87
17323.0,15,12,1551.04
17457.0,126,14,5984.81
14160.0,610,7,8421.47
14898.0,23,14,3464.45
14937.0,56,3,1621.88
13898.0,325,2,686.4
15795.0,149,8,1979.87
14682.0,187,6,1514.81
16838.0,197,4,1159.61
14844.0,63,10,6702.43
14413.0,362,4,764.52
12408.0,32,8,4340.77
15504.0,81,4,402.7
17580.0,252,5,541.02
18034.0,21,3,754.2
17616.0,173,4,1060.8
16809.0,23,9,1727.43
14102.0,5,5,1105.88
12498.0,21,3,403.7
12454.0,56,5,16679.78
16989.0,7,6,1133.25
15987.0,12,8,1649.47
13948.0,360,4,548.76
15827.0,73,28,3794.07
16787.0,397,4,1017.53
12949.0,30,22,15526.7
14767.0,474,1,382.81
16892.0,1,7,754.75
14525.0,19,17,8026.54
16230.0,189,2,542.03
17146.0,105,13,5852.64
16904.0,4,21,5014.06
18160.0,57,3,1003.88
14510.0,375,3,979.85
15939.0,89,16,9060.39
15410.0,84,10,4685.72
16066.0,16,5,1521.04
15134.0,14,10,1596.29
16175.0,94,7,1836.44
14292.0,7,16,9226.25
14542.0,185,1,103.25
14835.0,528,2,297.0
13147.0,10,4,712.8
16224.0,57,5,1616.54
14031.0,7,44,40919.58
14584.0,169,8,1738.16
14291.0,1,23,7904.1
14940.0,417,2,531.49
14903.0,21,5,2795.33
17663.0,25,17,5175.83
13663.0,179,5,2047.51
13059.0,249,10,2291.77
16099.0,50,7,1573.2
17941.0,130,4,1433.28
17184.0,569,2,198.41
14240.0,30,3,1247.49
13356.0,80,1,768.24
14110.0,3,33,12987.95
16055.0,220,1,134.8
14419.0,10,7,1254.64
14471.0,591,2,400.95
13198.0,10,8,4974.23
13500.0,23,4,1466.3
13576.0,10,28,11551.74
18276.0,43,6,1656.52
18095.0,312,5,2303.09
14349.0,10,1,133.5
15751.0,460,11,1380.44
17107.0,33,10,16052.72
12648.0,154,4,1112.0
13214.0,417,7,3264.23
12484.0,32,12,6354.1
15058.0,25,16,3387.58
12753.0,22,6,21429.39
17955.0,198,6,949.9
13659.0,205,12,4884.68
15890.0,394,5,535.65
13936.0,179,3,939.66
17348.0,14,9,2442.29
13650.0,16,10,3288.0
15214.0,1,8,1661.44
12631.0,57,6,3481.57
16772.0,423,3,3698.05
14868.0,3,12,4184.01
14623.0,32,10,2016.98
16369.0,18,7,2656.56
15107.0,311,9,940.35
17696.0,38,27,7679.59
15988.0,19,3,738.89
13408.0,1,106,51733.46
13968.0,423,1,123.66
16395.0,60,14,3518.41
14375.0,185,3,1106.82
13922.0,351,3,865.2
12798.0,10,4,8510.93
14837.0,89,9,3460.32
13230.0,4,30,6213.46
13045.0,99,3,808.92
13313.0,22,12,3445.32
16235.0,40,9,2053.71
14978.0,72,10,3112.19
14432.0,9,6,2248.5
13462.0,252,5,1153.85
12418.0,112,4,2021.2
17590.0,2,3,1468.02
16811.0,4,2,547.07
15361.0,361,4,689.07
17581.0,0,43,18737.95
13184.0,14,10,1668.95
18064.0,133,11,4481.83
15150.0,17,13,8977.94
15215.0,46,7,2422.43
12651.0,334,4,377.75
16565.0,364,4,773.05
13694.0,3,143,196482.81
16422.0,17,109,63589.07
16880.0,30,8,1813.21
17829.0,298,5,4756.74
18037.0,154,15,167.42
16147.0,133,5,2398.91
16419.0,112,8,1463.7
12435.0,79,6,13925.93
13909.0,423,2,282.85
14924.0,245,3,931.01
15064.0,410,4,1254.41
13082.0,126,21,7335.75
13415.0,472,4,784.17
15857.0,18,2,570.48
13162.0,122,16,9275.49
17173.0,5,8,3766.6
15425.0,400,4,1941.12
15570.0,7,25,9254.14
12939.0,64,20,25264.8
12999.0,196,3,455.88
12710.0,96,3,1149.02
16143.0,3,12,4910.83
16897.0,299,2,289.78
17652.0,25,12,4867.72
12745.0,486,3,925.41
15916.0,16,13,3377.69
14746.0,406,4,593.5
14057.0,23,22,8346.66
14159.0,19,20,7860.8
14958.0,147,6,941.99
15151.0,423,2,2085.61
15549.0,77,8,2334.16
15021.0,8,12,2698.68
14250.0,7,3,1904.05
17846.0,85,1,2033.1
16911.0,635,2,255.25
16866.0,140,3,207.74
18094.0,81,13,6391.52
13440.0,423,7,1295.25
16284.0,31,3,1018.48
16287.0,169,5,1006.98
17572.0,71,10,723.01
18179.0,9,8,2547.55
14740.0,197,11,4161.06
13880.0,21,17,4391.66
15377.0,382,4,1211.75
16978.0,77,3,768.88
15804.0,0,13,4206.39
14562.0,3,26,6638.15
14709.0,15,25,8886.33
15601.0,11,30,14960.12
15441.0,396,3,1254.21
17766.0,381,2,299.61
14714.0,24,4,906.24
17625.0,18,8,5978.9
17463.0,16,7,2535.26
15879.0,404,4,1137.8
14016.0,161,11,11403.41
14716.0,43,3,543.28
16316.0,64,13,5744.91
14569.0,1,4,597.33
14238.0,326,3,434.23
18009.0,235,8,2144.23
13287.0,603,3,781.59
14583.0,5,8,1660.29
18116.0,67,13,2134.49
16764.0,3,13,2790.95
16960.0,38,8,1990.88
16523.0,1,28,11916.33
15483.0,161,10,817.82
16245.0,23,3,1413.66
12500.0,23,19,5955.21
16172.0,95,8,1884.55
17126.0,152,9,2016.43
17426.0,8,13,8077.77
16363.0,53,1,109.36
15508.0,189,6,1000.27
12827.0,5,3,430.15
15645.0,18,3,1055.17
16261.0,17,6,1041.16
15955.0,24,22,8658.36
17230.0,264,18,9388.49
14081.0,302,10,5291.09
17276.0,402,1,502.49
14462.0,66,12,2242.81
14030.0,18,20,8198.3
17491.0,1,17,5981.07
15842.0,393,2,548.8
12877.0,3,20,2942.14
15933.0,21,3,1107.46
13787.0,75,6,1222.5
14608.0,4,11,3352.94
16870.0,469,1,450.16
12381.0,4,5,1845.31
12477.0,22,9,20276.37
14949.0,469,4,515.0
15640.0,4,29,23828.03
12507.0,134,4,1844.06
13140.0,108,5,1213.18
13078.0,3,57,29532.45
14227.0,26,15,6368.71
15164.0,68,9,2028.11
15517.0,233,1,267.03
15812.0,107,12,5201.47
15727.0,16,15,9371.71
17388.0,77,11,2675.37
15960.0,374,4,410.95
16447.0,135,3,727.1
17069.0,28,14,5794.28
17496.0,358,4,1412.89
14071.0,3,8,1437.57
17290.0,3,8,1487.96
12936.0,17,4,1063.9
17377.0,23,78,18232.57
15702.0,476,2,140.39
15184.0,29,4,685.39
15208.0,1,6,970.52
14653.0,1,12,3593.06
15220.0,51,6,1778.96
13098.0,1,28,28882.44
17685.0,16,12,5907.47
15998.0,36,16,8274.14
13731.0,219,2,610.59
16745.0,86,17,7180.7
17835.0,2,3,342.24
14107.0,51,11,4877.3
18241.0,9,21,2986.99
13860.0,1,5,1245.9
13041.0,450,4,799.13
13631.0,99,11,3070.42
17940.0,49,16,30306.79
15033.0,4,10,2557.18
14139.0,46,4,1086.8
12684.0,7,7,2283.63
16652.0,58,16,17550.39
14472.0,103,9,2118.72
14909.0,437,3,1404.68
13189.0,18,2,260.68
13431.0,67,8,3316.24
17133.0,15,12,14622.33
13960.0,21,2,230.22
15965.0,17,13,2928.13
13969.0,7,35,13291.05
12374.0,25,4,2989.22
14180.0,10,33,6319.25
14696.0,4,8,2767.9
12607.0,60,1,1579.51
12757.0,15,13,7834.65
16771.0,33,10,3949.6
16807.0,142,6,2123.88
13103.0,39,3,709.64
13831.0,16,18,6993.54
15715.0,555,5,658.02
17920.0,4,54,24256.74
12971.0,3,116,15972.79
12947.0,143,6,1908.03
17084.0,35,3,5001.21
15129.0,50,23,6860.18
13090.0,8,24,14100.14
12785.0,364,3,1100.4
16689.0,75,2,422.6
12863.0,52,6,2792.55
16765.0,294,2,454.75
17401.0,541,1,114.85
14916.0,70,8,3042.95
15479.0,733,1,147.4
14744.0,16,14,3885.08
17497.0,390,2,287.25
12384.0,28,2,585.27
14390.0,10,13,6373.73
16668.0,15,13,862.42
14796.0,1,27,10840.54
17646.0,219,12,4149.79
18193.0,165,3,1207.35
12360.0,52,8,4252.89
15931.0,428,1,239.9
17512.0,28,18,5467.82
17682.0,10,11,4456.78
15268.0,478,3,961.9
16185.0,16,3,644.72
14364.0,108,8,3717.35
14861.0,52,10,1380.73
13474.0,236,3,646.59
15712.0,9,12,3472.41
16488.0,33,3,498.8
13028.0,22,2,661.32
13265.0,53,5,2092.66
15043.0,31,6,2870.32
13569.0,17,4,836.36
17338.0,17,17,11889.33
12594.0,37,15,5090.11
12679.0,58,4,1113.02
14704.0,11,11,1752.92
17550.0,197,9,2506.64
15168.0,25,1,106.56
17117.0,288,1,116.2
15068.0,46,4,1174.9
13168.0,36,5,1840.73
14116.0,19,5,1382.74
17213.0,40,13,5182.3
13134.0,85,6,2475.23
17961.0,21,100,2994.29
14224.0,110,9,1841.71
14867.0,185,16,2952.06
17490.0,0,9,2750.5
16742.0,46,14,2799.87
15976.0,165,6,1694.41
15306.0,64,9,3484.73
14298.0,8,82,91194.49
17797.0,22,8,1971.87
17083.0,109,9,4049.79
13915.0,394,1,70.8
14766.0,8,11,6556.13
13595.0,516,3,784.48
17068.0,12,47,9153.83
12642.0,25,3,1013.26
14841.0,53,14,7163.0
16049.0,40,6,1852.15
14401.0,4,22,6795.9
16037.0,269,5,1509.34
15024.0,9,16,4050.61
18044.0,4,18,3505.61
13848.0,92,8,3335.0
15182.0,154,11,2998.95
15505.0,52,5,3610.96
15152.0,9,14,5263.83
13542.0,376,17,3959.49
15256.0,148,2,170.4
14847.0,148,3,1348.95
17909.0,737,1,110.05
14047.0,8,14,4255.03
15023.0,3,20,12008.05
15114.0,30,12,3400.12
16366.0,18,4,1548.13
14132.0,2,11,3586.03
16145.0,8,19,6805.44
16722.0,17,22,8989.08
17359.0,11,2,284.46
14388.0,10,16,6701.0
16735.0,78,14,6217.41
14667.0,10,54,21593.05
16367.0,37,3,1350.48
16257.0,176,1,46.95
16931.0,5,23,5184.27
17459.0,43,2,657.3
13046.0,30,3,949.25
13822.0,5,2,632.0
14538.0,64,5,1370.84
13013.0,1,29,12625.77
15952.0,33,4,781.91
13362.0,9,7,5394.07
15333.0,208,1,1028.56
13203.0,9,10,2648.25
14263.0,423,1,322.93
17162.0,28,10,1715.46
13892.0,26,6,1267.65
17611.0,7,28,8337.53
12674.0,38,4,1970.6
12713.0,0,1,848.55
16618.0,31,5,2647.59
17501.0,220,2,288.6
13641.0,640,5,1016.47
16906.0,81,7,1410.92
17007.0,50,7,1120.1
16450.0,149,3,1505.73
18005.0,3,2,226.47
17352.0,696,1,36.25
16389.0,53,4,1382.07
14235.0,75,9,4717.99
13953.0,7,12,6640.68
17735.0,2,26,17244.93
15834.0,70,7,3764.39
16258.0,45,15,11942.52
16372.0,33,5,1290.31
14062.0,9,24,25585.65
13394.0,1,19,6621.7
16326.0,5,24,4721.25
16660.0,16,7,1879.55
13911.0,57,20,4234.99
15047.0,269,1,343.62
17680.0,23,3,497.45
13581.0,309,2,280.53
12508.0,26,2,397.88
16572.0,127,3,1009.6
14050.0,31,2,746.36
13243.0,203,5,1220.38
12709.0,15,34,30814.46
13736.0,5,7,2752.47
16977.0,395,4,496.0
14739.0,4,25,12287.5
14311.0,242,2,516.45
17483.0,65,4,591.73
17135.0,16,10,1937.76
13571.0,12,26,4537.26
12975.0,436,6,2100.09
13404.0,1,2,252.49
14040.0,40,35,12523.81
13838.0,5,10,1920.73
18150.0,32,3,566.58
12766.0,3,9,10068.28
18203.0,157,4,492.52
14659.0,8,9,2529.93
14541.0,58,14,2491.38
15822.0,3,6,1840.06
13145.0,39,7,1423.52
13920.0,431,4,1774.68
13489.0,105,4,449.52
14308.0,549,2,1147.02
16623.0,245,4,1015.24
13049.0,64,4,1408.24
16351.0,332,13,3330.03
17608.0,33,4,488.06
17071.0,28,13,3793.71
14443.0,53,5,2386.47
16188.0,44,5,1087.66
15376.0,40,3,1221.56
12865.0,26,4,3323.47
14992.0,442,1,210.5
12708.0,29,18,5314.1
15281.0,58,16,8543.57
15514.0,12,18,6392.06
16010.0,245,11,1694.86
14607.0,15,22,23763.13
14671.0,549,2,1127.45
12930.0,78,2,415.8
16837.0,31,11,3170.98
17892.0,56,3,244.1
15071.0,93,4,1455.56
14633.0,266,1,344.9
14365.0,394,2,634.68
14765.0,29,3,254.11
15276.0,66,4,619.8
15993.0,8,7,2777.67
16525.0,2,48,24562.74
16782.0,10,38,10000.32
16549.0,10,34,12781.8
15968.0,388,1,404.55
17837.0,42,8,1541.23
14532.0,236,11,3845.78
16444.0,46,17,3625.88
12716.0,3,2,1053.49
12725.0,371,4,2694.56
14336.0,16,4,1614.91
14228.0,437,3,745.5
14289.0,8,6,911.26
12407.0,49,5,1708.12
17651.0,11,16,5703.52
12647.0,22,36,17924.35
13755.0,3,9,2108.06
12387.0,415,1,143.94
14730.0,1,8,1897.57
15590.0,382,5,1496.6
16953.0,30,1,20.8
17677.0,1,54,36675.06
15117.0,14,8,2485.97
17115.0,8,7,2761.49
13319.0,5,58,22082.5
14247.0,278,5,753.56
14684.0,25,6,1430.03
14096.0,4,17,65164.79
14976.0,57,7,790.86
16619.0,263,4,1938.33
12691.0,28,7,1170.4
13400.0,582,1,310.83
16225.0,44,15,2859.31
17849.0,218,8,1063.76
14907.0,3,16,6165.79
12428.0,25,9,7956.46
18271.0,609,2,680.85
12573.0,227,5,717.41
17274.0,35,2,573.22
16383.0,74,7,2896.69
13276.0,63,5,1891.91
15636.0,89,4,1444.58
16064.0,725,1,109.31
17180.0,56,11,2236.77
15105.0,18,9,3094.91
13771.0,64,9,5728.82
12649.0,107,8,2294.65
14732.0,8,19,5517.07
16873.0,4,12,14617.39
16102.0,42,3,1842.14
13588.0,15,9,2478.95
16612.0,32,9,3245.43
17329.0,14,5,998.53
13020.0,562,2,618.96
16926.0,371,5,1399.86
16157.0,15,3,656.69
15709.0,283,2,327.85
13554.0,380,7,1629.35
12456.0,44,3,3181.04
14152.0,75,7,1997.34
18129.0,243,1,112.55
12980.0,157,21,16245.78
13113.0,0,37,18603.04
16153.0,49,11,5133.49
17566.0,8,2,869.77
16499.0,360,8,2578.34
15805.0,23,30,10148.93
12852.0,294,1,311.55
14324.0,409,2,701.61
16206.0,54,13,2589.87
13824.0,32,12,3314.76
12592.0,92,5,2582.66
13434.0,74,5,1666.86
13136.0,56,13,6274.56
16861.0,59,5,946.59
15574.0,177,6,1450.48
16246.0,459,2,821.35
17758.0,19,12,4964.03
14904.0,2,4,1630.49
14428.0,7,5,1224.06
14989.0,661,1,342.4
13681.0,17,4,827.83
17134.0,106,3,625.3
16624.0,80,2,810.57
16313.0,3,2,274.15
14885.0,131,3,1598.12
13273.0,113,1,138.98
16658.0,368,6,814.07
14975.0,57,2,472.39
14195.0,201,6,2615.6
17243.0,1,69,20460.48
15561.0,11,8,1934.39
15503.0,362,2,257.3
17911.0,9,1,366.23
15687.0,8,9,2993.1
13278.0,40,4,1435.85
17888.0,21,25,1807.44
15273.0,599,1,228.96
12426.0,194,2,1345.21
12490.0,5,21,9823.64
18069.0,26,11,4464.92
15954.0,589,1,190.75
12683.0,4,21,12696.78
12494.0,15,9,1872.87
17567.0,7,9,5356.03
13069.0,0,38,9616.95
14828.0,196,13,9839.46
16672.0,2,20,8134.94
13209.0,30,13,8509.51
17948.0,147,1,358.56
12423.0,0,10,2622.39
14025.0,464,8,4057.9
16719.0,14,14,3944.35
16430.0,57,7,1117.94
16436.0,668,3,319.14
15436.0,12,3,1067.75
17591.0,73,8,2723.62
16584.0,80,5,3156.17
15416.0,64,7,4572.82
14834.0,17,7,2206.16
12371.0,44,5,4067.38
13418.0,11,31,12182.9
15384.0,169,4,2027.79
13093.0,275,55,54943.65
14431.0,302,4,2614.2
18096.0,11,6,1657.87
17322.0,376,5,922.59
17824.0,51,1,298.4
17559.0,512,1,167.62
14708.0,2,5,2212.28
15657.0,22,1,30.0
14527.0,2,122,27764.21
17544.0,390,3,944.82
18102.0,0,145,608821.65
13975.0,31,12,5256.4
15547.0,7,26,10057.05
16210.0,1,35,38489.51
13267.0,2,36,9758.26
13199.0,3,67,16432.89
17596.0,23,13,4882.43
14899.0,395,1,1331.38
13637.0,52,3,804.3
15977.0,17,2,1054.73
18003.0,376,1,353.51
13227.0,201,1,257.7
15389.0,172,5,2733.8
13510.0,1,11,4558.29
15605.0,36,9,1936.8
15059.0,40,19,3491.2
12951.0,8,15,3213.72
14871.0,3,9,1228.17
17869.0,107,7,1027.96
13778.0,103,4,1124.49
18061.0,21,28,6488.97
14117.0,143,1,90.0
14435.0,501,1,90.42
18075.0,23,20,5783.29
17256.0,107,5,498.93
13141.0,84,17,7656.08
14404.0,33,13,2853.36
17966.0,37,10,1963.92
18055.0,7,14,11143.12
13901.0,72,15,5676.34
17804.0,376,3,383.78
16384.0,89,4,1358.95
14356.0,79,2,701.23
15062.0,71,8,2585.62
17096.0,15,11,3697.93
14737.0,3,4,3554.17
13187.0,337,4,341.36
17350.0,8,7,1893.7
12744.0,51,11,25317.06
15443.0,1,14,5114.23
14479.0,253,4,1299.11
12511.0,428,1,3084.02
13704.0,5,9,2308.06
12733.0,234,4,2424.87
16775.0,10,16,3052.74
16535.0,5,3,972.04
14323.0,114,2,605.06
12878.0,236,2,854.99
16791.0,29,15,3957.63
17564.0,24,3,454.01
18174.0,7,2,162.5
14156.0,9,156,313759.82
16180.0,100,13,16249.87
14205.0,16,9,2414.2
16744.0,11,7,1291.91
17104.0,423,1,474.03
18225.0,3,26,13044.8
15990.0,44,7,1997.75
17349.0,179,5,772.41
15632.0,15,8,3285.31
12623.0,276,7,3747.84
12415.0,24,28,144458.37
17782.0,382,2,679.02
15587.0,50,7,1522.08
14928.0,627,1,223.91
15320.0,44,1,267.13
13152.0,417,7,2146.38
17226.0,308,3,895.47
14176.0,297,5,916.01
14210.0,105,16,5861.52
13687.0,438,1,11880.84
15606.0,61,17,5230.99
13249.0,92,9,1608.93
13784.0,9,14,2910.23
16007.0,47,7,3053.06
15594.0,15,5,1771.78
15800.0,107,7,1227.07
15860.0,40,17,2463.96
17838.0,26,13,6507.5
14702.0,1,29,6679.23
15353.0,254,7,3106.12
18052.0,564,1,10877.18
17716.0,22,24,15956.97
16895.0,64,5,1102.9
17101.0,10,7,2507.05
16135.0,262,2,819.45
16053.0,32,6,3634.84
15081.0,22,12,1965.72
16426.0,2,10,1863.76
17461.0,22,3,735.82
15808.0,306,21,18133.3
17019.0,11,11,3961.11
16456.0,99,13,6788.34
15964.0,663,1,269.21
18287.0,42,7,4182.99
16546.0,290,5,5606.47
14852.0,58,18,6132.43
15862.0,8,13,2866.52
12680.0,0,4,880.81
12453.0,134,1,707.09
17380.0,434,3,645.0
18036.0,32,11,1545.49
12569.0,2,32,4124.69
17706.0,4,31,20749.98
17929.0,11,12,3082.1
13524.0,40,5,680.18
13239.0,261,5,1594.69
15144.0,8,29,12160.31
13836.0,399,2,620.37
17091.0,2,19,7789.2
